Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
4,h,1015000.0,S,9.7,3.0,2.0,1.0,794.0,,1970.0,-37.7196,144.9062
4,h,1265000.0,S,9.7,3.0,1.0,1.0,649.0,,1950.0,-37.7367,144.9204
3,h,1025000.0,S,9.7,3.0,2.0,1.0,654.0,180.0,1950.0,-37.7369,144.9251
3,h,1430000.0,S,9.7,3.0,1.0,1.0,694.0,158.0,1950.0,-37.7411,144.9262
3,h,1330000.0,S,9.7,3.0,2.0,1.0,606.0,159.0,1950.0,-37.7378,144.9168
3,h,1200000.0,S,9.7,3.0,2.0,2.0,1781.0,,,-37.7439,144.9331
2,h,1321000.0,S,9.7,2.0,1.0,1.0,703.0,,,-37.7346,144.9204
4,h,1635000.0,S,9.7,4.0,2.0,3.0,0.0,297.0,1995.0,-37.7354,144.9128
3,h,1194000.0,S,9.7,3.0,1.0,2.0,650.0,143.0,1930.0,-37.7436,144.9308
5,h,1440000.0,S,9.7,5.0,3.0,2.0,617.0,347.0,1990.0,-37.7386,144.917
4,h,1300000.0,PI,9.7,4.0,3.0,2.0,0.0,160.0,1970.0,-37.7337,144.9184
3,h,850000.0,VB,9.7,3.0,3.0,3.0,250.0,207.0,2016.0,-37.7189,144.9036
3,h,1150000.0,SP,9.7,3.0,2.0,3.0,696.0,164.0,1950.0,-37.7261,144.9171
3,h,910000.0,S,9.7,3.0,1.0,2.0,692.0,117.0,1960.0,-37.7217,144.9074
4,h,1430000.0,S,9.7,4.0,2.0,1.0,607.0,224.0,1990.0,-37.7376,144.9154
5,h,915000.0,S,9.7,5.0,3.0,4.0,754.0,,,-37.7298,144.9162
3,h,622500.0,S,9.7,3.0,2.0,2.0,254.0,127.0,2004.0,-37.7302,144.9167
3,h,1500000.0,SP,9.7,3.0,2.0,4.0,722.0,196.0,1950.0,-37.7427,144.9226
4,t,995000.0,SP,9.7,4.0,3.0,1.0,260.0,,,-37.7319,144.9195
4,h,1280000.0,VB,9.7,4.0,2.0,2.0,689.0,25.0,1977.0,-37.7345,144.9196
5,h,1485000.0,S,9.7,5.0,2.0,4.0,502.0,365.0,2012.0,-37.7317,144.9177
3,h,1080000.0,S,9.7,3.0,2.0,2.0,211.0,46.0,1980.0,-37.734,144.9145
4,h,1715000.0,S,9.7,4.0,3.0,2.0,650.0,348.0,2001.0,-37.7363,144.9208
5,h,2650000.0,S,9.7,5.0,3.0,2.0,755.0,365.0,2009.0,-37.7417,144.9133
2,h,630000.0,S,9.7,3.0,2.0,1.0,378.0,106.0,2000.0,-37.7245,144.9097
3,h,1205000.0,SP,9.7,3.0,1.0,2.0,650.0,,,-37.736,144.9202
2,h,535000.0,S,9.7,2.0,1.0,1.0,151.0,,,-37.7296,144.9234
3,h,1075000.0,S,9.7,3.0,2.0,1.0,752.0,,,-37.7303,144.9198
3,h,1000000.0,SP,9.7,3.0,1.0,2.0,697.0,,,-37.7273,144.917
3,h,1400000.0,S,9.7,4.0,1.0,2.0,656.0,,,-37.7373,144.9217
4,h,920000.0,VB,9.7,4.0,1.0,1.0,390.0,,,-37.7413,144.9163
5,h,960000.0,VB,9.7,5.0,3.0,2.0,387.0,,,-37.7225,144.9055
3,h,1160000.0,S,9.7,3.0,1.0,1.0,651.0,,,-37.7416,144.9204
4,h,1370000.0,S,9.7,4.0,2.0,2.0,908.0,208.0,1960.0,-37.735,144.9203
3,t,600000.0,PI,9.7,4.0,3.0,2.0,717.0,,,-37.7234,144.9077
5,h,880000.0,VB,9.7,5.0,3.0,2.0,387.0,,,-37.7225,144.9055
3,h,1285000.0,S,9.7,3.0,2.0,2.0,616.0,,,-37.7373,144.9155
2,u,260000.0,PI,12.6,2.0,1.0,1.0,79.0,,,-37.7952,144.8262
3,h,800000.0,PI,12.6,3.0,2.0,1.0,655.0,165.0,1940.0,-37.7809,144.8424
3,h,950000.0,S,12.6,3.0,1.0,1.0,700.0,145.0,1960.0,-37.7933,144.8411
3,h,625000.0,S,12.6,3.0,1.0,1.0,203.0,,1950.0,-37.7853,144.843
2,h,710000.0,S,12.6,2.0,1.0,0.0,457.0,,,-37.7878,144.8369
3,h,735000.0,S,12.6,3.0,1.0,2.0,539.0,,,-37.7877,144.8398
3,h,1001000.0,S,12.6,3.0,1.0,5.0,879.0,,,-37.7796,144.8426
3,h,780000.0,S,12.6,3.0,1.0,0.0,486.0,115.0,1943.0,-37.7886,144.8438
2,h,710000.0,S,12.6,2.0,1.0,2.0,619.0,,,-37.7794,144.8395
4,h,1350500.0,S,12.6,4.0,1.0,0.0,726.0,181.0,1940.0,-37.7864,144.8353
3,h,745000.0,SP,12.6,3.0,1.0,2.0,518.0,122.0,1960.0,-37.7802,144.8374
2,h,490000.0,S,12.6,2.0,1.0,1.0,322.0,,,-37.7876,144.8342
4,h,700000.0,PI,12.6,4.0,2.0,1.0,807.0,,,-37.7966,144.8252
5,h,895000.0,PI,12.6,4.0,2.0,2.0,690.0,,,-37.7933,144.8408
3,h,657500.0,S,12.6,3.0,1.0,1.0,513.0,116.0,1955.0,-37.7796,144.8372
4,h,1030000.0,S,12.6,4.0,2.0,2.0,803.0,309.0,2002.0,-37.7932,144.8434
3,h,460000.0,PI,12.6,3.0,2.0,1.0,119.0,110.0,2009.0,-37.7939,144.8261
3,h,725000.0,SP,12.6,3.0,1.0,3.0,534.0,,,-37.7801,144.8412
3,h,620000.0,S,12.6,3.0,1.0,1.0,376.0,,,-37.7831,144.842
3,h,460000.0,S,12.6,3.0,1.0,1.0,306.0,,,-37.7807,144.842
2,u,470000.0,S,12.6,2.0,1.0,1.0,234.0,,,-37.7895,144.8385
3,h,910000.0,S,12.6,3.0,1.0,1.0,725.0,,,-37.7918,144.8419
3,h,702000.0,S,12.6,3.0,1.0,1.0,542.0,,1950.0,-37.7949,144.8303
3,h,580000.0,S,12.6,3.0,1.0,1.0,469.0,,,-37.7923,144.8289
3,u,490000.0,S,12.6,3.0,1.0,1.0,301.0,115.0,1950.0,-37.7793,144.8427
4,h,890000.0,S,12.6,4.0,1.0,2.0,668.0,127.0,1930.0,-37.7796,144.845
3,h,675000.0,S,12.6,3.0,1.0,1.0,500.0,,,-37.7821,144.8456
2,h,425000.0,S,12.6,2.0,1.0,1.0,225.0,80.0,2000.0,-37.7795,144.8432
3,h,715000.0,S,12.6,3.0,1.0,2.0,558.0,104.0,1925.0,-37.7807,144.8341
3,h,816000.0,S,12.6,3.0,1.0,1.0,511.0,113.0,1958.0,-37.7906,144.8387
2,h,825000.0,S,12.6,2.0,1.0,3.0,580.0,,,-37.7818,144.8393
3,h,950000.0,SP,12.6,3.0,1.0,4.0,704.0,,,-37.7933,144.8409
2,u,425500.0,SP,12.6,2.0,1.0,0.0,153.0,72.0,1970.0,-37.7912,144.8439
3,h,735000.0,PI,12.6,3.0,1.0,3.0,435.0,,,-37.7877,144.838
3,h,595000.0,S,12.6,3.0,1.0,1.0,36.0,,,-37.7851,144.8434
3,h,735000.0,S,12.6,3.0,1.0,1.0,490.0,,,-37.7892,144.8432
3,h,610000.0,S,12.6,3.0,1.0,0.0,705.0,118.0,1965.0,-37.8005,144.822
3,h,600000.0,S,12.6,3.0,1.0,1.0,0.0,126.0,1950.0,-37.7796,144.8455
3,h,595999.0,SP,12.6,3.0,1.0,1.0,750.0,,,-37.7892,144.827
2,h,591000.0,S,12.6,2.0,1.0,0.0,210.0,,,-37.7938,144.8322
3,h,590000.0,S,12.6,3.0,1.0,1.0,438.0,,,-37.7804,144.8425
4,h,691000.0,S,12.6,4.0,1.0,1.0,521.0,,,-37.7953,144.8332
3,h,701000.0,S,12.6,3.0,1.0,1.0,550.0,,,-37.7952,144.8302
2,h,688000.0,S,12.6,2.0,1.0,1.0,611.0,,,-37.7824,144.8414
2,h,611000.0,S,12.6,2.0,1.0,2.0,204.0,77.0,1925.0,-37.7938,144.8321
3,h,655000.0,S,12.6,3.0,1.0,1.0,497.0,,,-37.7809,144.8467
2,h,551000.0,S,12.6,2.0,1.0,2.0,613.0,,,-37.7918,144.8268
3,h,750000.0,PI,12.6,3.0,1.0,1.0,483.0,,,-37.7866,144.841
4,h,670000.0,PI,12.6,4.0,1.0,1.0,603.0,106.0,1950.0,-37.7945,144.8267
4,h,888000.0,S,12.6,4.0,1.0,2.0,562.0,,,-37.7919,144.8394
3,h,607500.0,S,12.6,3.0,1.0,2.0,487.0,,,-37.7883,144.8439
3,h,850000.0,S,12.6,3.0,1.0,2.0,505.0,,1970.0,-37.7798,144.8352
4,h,590000.0,S,12.6,3.0,1.0,1.0,490.0,,,-37.7893,144.8437
2,h,555000.0,S,12.6,2.0,1.0,1.0,254.0,,,-37.7881,144.8354
3,h,605000.0,S,12.6,3.0,1.0,1.0,462.0,104.0,1956.0,-37.7969,144.8276
4,h,930000.0,S,12.6,4.0,2.0,2.0,504.0,174.0,2005.0,-37.7952,144.8325
2,u,550000.0,SP,12.6,2.0,1.0,1.0,0.0,,,-37.7922,144.8283
3,h,880000.0,S,12.6,3.0,1.0,3.0,463.0,107.0,1925.0,-37.7905,144.8359
3,h,570000.0,PI,12.6,3.0,1.0,2.0,535.0,105.0,1970.0,-37.7956,144.8292
3,h,700000.0,SP,12.6,3.0,1.0,4.0,505.0,75.0,1960.0,-37.7817,144.8448
3,h,571000.0,S,12.6,3.0,1.0,2.0,589.0,,1960.0,-37.7856,144.8177
4,h,835000.0,S,12.6,4.0,2.0,2.0,465.0,,1980.0,-37.7905,144.836
3,h,625000.0,S,12.6,3.0,1.0,1.0,459.0,120.0,1955.0,-37.7813,144.8394
3,h,695000.0,S,12.6,3.0,1.0,1.0,616.0,117.0,1930.0,-37.7842,144.843
3,h,794000.0,S,12.6,3.0,1.0,0.0,426.0,,,-37.793,144.8283
3,h,890000.0,S,12.6,3.0,1.0,1.0,668.0,,,-37.7943,144.8319
3,h,910000.0,PI,12.6,3.0,2.0,2.0,653.0,650.0,1992.0,-37.7815,144.8423
3,h,607000.0,S,12.6,3.0,1.0,2.0,563.0,122.0,1965.0,-37.7956,144.826
3,h,679500.0,S,12.6,3.0,1.0,1.0,351.0,125.0,2002.0,-37.7843,144.8392
3,t,500000.0,PI,12.6,3.0,1.0,2.0,224.0,159.0,1985.0,-37.7863,144.8401
4,h,895000.0,S,12.6,4.0,2.0,3.0,430.0,144.0,1945.0,-37.7939,144.8283
3,h,762500.0,S,12.6,3.0,1.0,1.0,510.0,,,-37.7903,144.8387
2,h,702000.0,SP,12.6,2.0,1.0,0.0,611.0,,,-37.783,144.8405
2,t,410000.0,SP,12.6,2.0,2.0,2.0,204.0,85.0,2008.0,-37.7982,144.82299999999995
2,h,720000.0,S,12.6,2.0,1.0,2.0,465.0,,,-37.7889,144.8362
3,h,590000.0,S,12.6,3.0,2.0,1.0,286.0,,,-37.7896,144.8369
3,h,635000.0,PI,12.6,4.0,1.0,1.0,631.0,107.0,1960.0,-37.7836,144.8408
3,h,711000.0,S,12.6,3.0,1.0,2.0,494.0,,,-37.7794,144.8347
4,h,700000.0,PI,12.6,4.0,1.0,5.0,650.0,,,-37.7867,144.8437
2,h,435000.0,PI,12.6,2.0,1.0,1.0,155.0,,1940.0,-37.7796,144.8384
4,h,1001000.0,S,12.6,2.0,2.0,2.0,581.0,97.0,,-37.7905,144.8414
3,h,591500.0,S,12.6,3.0,1.0,2.0,427.0,,,-37.7925,144.8282
4,h,716000.0,S,13.3,4.0,1.0,1.0,683.0,,,-37.7694,144.8321
3,h,701000.0,S,13.3,3.0,2.0,0.0,630.0,,,-37.7692,144.8348
3,h,555000.0,SP,13.3,3.0,1.0,1.0,565.0,,,-37.7781,144.8451
3,h,490000.0,PI,13.3,3.0,1.0,2.0,541.0,,,-37.7669,144.8308
3,h,620500.0,S,13.3,3.0,1.0,1.0,609.0,,,-37.7754,144.846
3,h,480000.0,PI,13.3,3.0,1.0,2.0,546.0,99.0,1978.0,-37.7555,144.8295
2,h,435000.0,S,13.3,2.0,1.0,4.0,343.0,81.0,1960.0,-37.7689,144.8402
3,h,607000.0,S,13.3,3.0,1.0,2.0,575.0,,,-37.7748,144.833
3,h,600000.0,S,13.3,3.0,1.0,3.0,634.0,,,-37.7667,144.8445
2,h,560000.0,S,13.3,2.0,1.0,1.0,615.0,106.0,1970.0,-37.7683,144.8316
4,h,626800.0,S,13.3,4.0,1.0,2.0,581.0,130.0,1950.0,-37.7712,144.8336
3,h,670000.0,S,13.3,3.0,1.0,2.0,532.0,,,-37.7749,144.8313
3,h,571500.0,S,13.3,3.0,2.0,2.0,528.0,137.0,1990.0,-37.758,144.8256
2,u,315000.0,PI,13.3,2.0,1.0,1.0,14.0,,,-37.7756,144.8345
3,h,630000.0,PI,13.3,3.0,1.0,4.0,625.0,,,-37.7695,144.8347
3,h,685000.0,S,13.3,3.0,1.0,3.0,592.0,,,-37.7751,144.8342
3,h,690000.0,S,13.3,3.0,1.0,3.0,629.0,,,-37.774,144.8443
5,h,605000.0,S,13.3,5.0,2.0,2.0,661.0,133.0,1960.0,-37.7651,144.8241
3,h,808000.0,S,13.3,3.0,1.0,2.0,692.0,,,-37.771,144.8428
3,h,790000.0,S,13.3,3.0,1.0,2.0,568.0,,,-37.7727,144.8417
3,h,600000.0,VB,13.3,3.0,1.0,2.0,751.0,112.0,1960.0,-37.7692,144.8246
3,h,650000.0,SP,13.3,3.0,1.0,0.0,598.0,112.0,1950.0,-37.7705,144.8307
4,h,640000.0,S,13.3,4.0,1.0,1.0,609.0,,,-37.7661,144.8396
4,h,736000.0,S,13.3,4.0,1.0,2.0,615.0,133.0,1955.0,-37.7675,144.8414
3,h,605000.0,SP,13.3,3.0,1.0,1.0,617.0,,,-37.7683,144.8314
3,h,650000.0,SP,13.3,3.0,1.0,1.0,611.0,,,-37.7724,144.8413
3,h,725000.0,S,13.3,3.0,1.0,1.0,668.0,,,-37.7661,144.84
2,h,715000.0,S,13.3,2.0,1.0,2.0,588.0,,,-37.7674,144.8362
4,h,735000.0,S,13.3,4.0,2.0,5.0,635.0,201.0,1975.0,-37.7693,144.8351
3,h,635800.0,SP,13.3,3.0,1.0,1.0,602.0,,,-37.7696,144.84
3,h,432500.0,S,13.3,3.0,1.0,1.0,581.0,,,-37.7602,144.8316
3,h,621000.0,S,13.3,3.0,1.0,1.0,619.0,,,-37.7665,144.8358
3,h,580000.0,SP,13.3,3.0,1.0,1.0,0.0,,,-37.7652,144.8376
3,h,680000.0,SP,13.3,3.0,1.0,2.0,553.0,105.0,,-37.7706,144.8422
3,h,700000.0,S,13.3,3.0,1.0,2.0,538.0,111.0,1975.0,-37.7704,144.8384
3,h,650000.0,PI,13.3,3.0,1.0,2.0,476.0,,,-37.769,144.8441
2,h,1190000.0,S,13.3,2.0,1.0,6.0,968.0,141.0,1950.0,-37.7698,144.8362
3,h,591000.0,S,13.3,3.0,1.0,2.0,673.0,673.0,1970.0,-37.7623,144.8272
3,h,665000.0,S,13.3,3.0,1.0,2.0,707.0,101.0,1940.0,-37.7676,144.8339
3,h,710000.0,S,13.3,3.0,1.0,1.0,610.0,,,-37.7719,144.8414
4,h,705000.0,S,13.3,4.0,2.0,1.0,570.0,,,-37.7749,144.8329
3,h,520000.0,S,13.3,3.0,1.0,1.0,535.0,,,-37.757,144.8313
3,h,620000.0,SP,13.3,3.0,3.0,2.0,221.0,155.0,2011.0,-37.7708,144.8401
3,h,503000.0,S,13.3,3.0,1.0,1.0,251.0,90.0,1945.0,-37.7682,144.8335
5,h,1000000.0,S,13.3,4.0,2.0,1.0,786.0,295.0,1999.0,-37.7743,144.8425
3,h,650000.0,VB,13.3,3.0,1.0,1.0,556.0,,,-37.7699,144.8422
3,h,871000.0,S,13.3,3.0,1.0,2.0,694.0,,,-37.7741,144.8354
3,h,496000.0,S,13.5,3.0,1.0,2.0,780.0,,,-37.8004,144.8105
3,h,488000.0,S,13.5,3.0,1.0,2.0,538.0,,,-37.7952,144.8126
3,h,560000.0,S,13.5,3.0,1.0,3.0,582.0,115.0,1970.0,-37.7906,144.7929
3,h,615000.0,S,13.5,3.0,2.0,6.0,667.0,152.0,1975.0,-37.7969,144.8086
3,t,450000.0,SP,13.5,3.0,3.0,1.0,344.0,178.0,2004.0,-37.7967,144.8083
3,h,581000.0,SP,13.5,3.0,1.0,4.0,656.0,,1970.0,-37.7939,144.8091
4,h,625000.0,S,13.5,4.0,2.0,2.0,611.0,,1960.0,-37.7917,144.8196
4,h,645400.0,S,13.5,4.0,2.0,3.0,765.0,,,-37.786,144.815
3,h,680000.0,S,13.5,3.0,1.0,2.0,726.0,144.0,1966.0,-37.7905,144.8073
3,h,620000.0,S,13.5,3.0,1.0,4.0,699.0,125.0,1960.0,-37.7905,144.8033
3,u,545000.0,S,13.5,3.0,2.0,1.0,240.0,131.0,2011.0,-37.7891,144.8152
5,h,621000.0,SP,13.5,5.0,2.0,2.0,596.0,176.0,1997.0,-37.7981,144.7936
3,h,515000.0,S,13.5,3.0,1.0,1.0,620.0,106.0,,-37.7968,144.8142
4,h,601000.0,S,13.5,4.0,1.0,4.0,520.0,,,-37.7942,144.8112
3,h,687000.0,S,13.5,3.0,1.0,1.0,695.0,102.0,1950.0,-37.7853,144.8114
3,h,668000.0,S,13.5,3.0,1.0,2.0,697.0,,1970.0,-37.7897,144.7964
3,h,485000.0,S,13.5,3.0,4.0,2.0,482.0,166.0,1955.0,-37.7904,144.8133
4,h,510000.0,SP,13.5,4.0,1.0,1.0,672.0,151.0,1970.0,-37.7871,144.8083
3,h,665000.0,S,13.5,3.0,3.0,2.0,699.0,,,-37.7872,144.7975
3,h,500000.0,SP,13.5,3.0,1.0,1.0,541.0,133.0,1970.0,-37.7928,144.804
3,h,825000.0,S,13.5,3.0,1.0,0.0,792.0,,,-37.7913,144.80200000000005
3,h,480000.0,PI,13.5,3.0,1.0,2.0,696.0,148.0,1960.0,-37.7836,144.7988
3,h,544500.0,S,13.5,4.0,2.0,2.0,696.0,,,-37.7841,144.8052
4,h,621000.0,S,13.5,3.0,1.0,1.0,700.0,130.0,1950.0,-37.7902,144.8102
3,h,575000.0,S,13.5,3.0,1.0,2.0,686.0,,,-37.7901,144.8068
3,h,650000.0,SP,13.5,3.0,1.0,3.0,612.0,,1970.0,-37.7916,144.82
3,h,593000.0,S,13.5,3.0,1.0,1.0,534.0,,,-37.796,144.8108
3,h,690000.0,S,13.5,3.0,1.0,0.0,540.0,121.0,1967.0,-37.789,144.8195
3,h,625000.0,S,13.5,3.0,1.0,2.0,650.0,,,-37.7968,144.8086
3,h,660000.0,S,13.5,3.0,1.0,4.0,700.0,,,-37.7845,144.8131
3,h,472500.0,SP,13.5,3.0,1.0,1.0,586.0,,,-37.791,144.7925
3,h,547500.0,S,13.5,3.0,1.0,2.0,603.0,131.0,1950.0,-37.7891,144.82299999999995
3,h,590000.0,S,13.5,3.0,2.0,4.0,697.0,,,-37.7896,144.8018
1,h,280000.0,SP,13.5,1.0,1.0,2.0,0.0,45.0,2009.0,-37.7913,144.7889
3,h,555000.0,S,13.5,3.0,1.0,1.0,836.0,106.0,1975.0,-37.8003,144.8097
3,h,587000.0,S,13.5,3.0,1.0,1.0,694.0,,,-37.7892,144.8137
3,h,600000.0,PI,13.5,3.0,2.0,2.0,579.0,156.0,1999.0,-37.7968,144.7991
3,h,622500.0,S,13.5,3.0,1.0,1.0,534.0,131.0,1970.0,-37.7887,144.8231
2,u,350000.0,S,13.5,2.0,1.0,1.0,235.0,80.0,1990.0,-37.7847,144.8146
4,h,657000.0,S,13.5,4.0,2.0,4.0,651.0,178.0,1975.0,-37.7914,144.7918
3,h,795000.0,S,13.5,3.0,1.0,2.0,739.0,,,-37.7921,144.8234
3,h,682000.0,S,13.5,3.0,1.0,1.0,694.0,155.0,1960.0,-37.7894,144.8027
3,h,520000.0,S,13.5,3.0,1.0,2.0,691.0,170.0,1960.0,-37.7886,144.8138
3,h,470000.0,S,13.5,3.0,1.0,1.0,591.0,103.0,1971.0,-37.7987,144.8196
3,h,586000.0,S,13.5,3.0,1.0,1.0,701.0,120.0,1960.0,-37.7843,144.8052
3,h,305000.0,SP,13.5,3.0,1.0,2.0,367.0,114.0,1970.0,-37.8018,144.8246
4,h,705000.0,S,13.5,4.0,2.0,4.0,759.0,198.0,1975.0,-37.7951,144.8213
3,h,486000.0,S,13.5,3.0,1.0,2.0,539.0,,,-37.7963,144.8046
4,h,645000.0,VB,13.5,4.0,2.0,3.0,616.0,215.0,1970.0,-37.7904,144.7999
3,h,530000.0,S,13.5,3.0,1.0,1.0,623.0,,,-37.8004,144.8138
3,h,500000.0,SP,13.5,3.0,1.0,2.0,627.0,109.0,1970.0,-37.8023,144.8227
3,t,510000.0,SP,13.5,3.0,2.0,1.0,333.0,141.0,2012.0,-37.7912,144.8215
5,h,715000.0,S,13.5,4.0,2.0,2.0,654.0,,,-37.7907,144.821
3,h,545000.0,S,13.5,3.0,1.0,2.0,512.0,,,-37.7913,144.8122
3,h,750500.0,S,13.5,3.0,2.0,6.0,805.0,181.0,1995.0,-37.7966,144.7928
3,h,451000.0,S,13.5,3.0,1.0,6.0,655.0,146.0,1978.0,-37.8022,144.8235
4,h,2440000.0,S,11.2,4.0,3.0,2.0,596.0,264.0,1930.0,-37.8154,145.0927
3,t,1110000.0,S,11.2,4.0,2.0,2.0,401.0,129.0,1970.0,-37.8332,145.1105
4,h,2128000.0,S,11.2,4.0,3.0,2.0,771.0,312.0,2000.0,-37.8239,145.0969
3,h,2009000.0,S,11.2,3.0,1.0,2.0,843.0,,,-37.822,145.0897
5,h,2200000.0,VB,11.2,5.0,3.0,2.0,735.0,235.0,1920.0,-37.8175,145.0987
3,t,1330500.0,S,11.2,3.0,2.0,2.0,226.0,,2004.0,-37.8275,145.0958
3,t,1325000.0,SP,11.2,3.0,2.0,1.0,302.0,,,-37.8289,145.1005
3,u,930000.0,S,11.2,3.0,2.0,2.0,252.0,,1992.0,-37.8344,145.1114
2,u,640000.0,VB,11.2,2.0,1.0,1.0,0.0,76.0,1970.0,-37.8356,145.1029
2,u,745000.0,S,11.2,2.0,1.0,1.0,161.0,,,-37.8327,145.106
3,h,2100000.0,S,11.2,3.0,2.0,2.0,1255.0,,,-37.8322,145.1056
3,h,1700000.0,VB,11.2,3.0,1.0,1.0,763.0,180.0,1930.0,-37.8148,145.0965
4,h,2500000.0,VB,11.2,4.0,2.0,2.0,783.0,256.0,1920.0,-37.8181,145.0913
3,h,1910000.0,S,11.2,3.0,2.0,1.0,404.0,,,-37.8203,145.088
2,h,1018000.0,S,11.2,3.0,1.0,2.0,391.0,15.0,,-37.8364,145.1099
4,h,2200000.0,S,11.2,4.0,2.0,2.0,734.0,272.0,1920.0,-37.8286,145.092
3,u,736000.0,S,11.2,3.0,1.0,2.0,195.0,,,-37.8287,145.1022
2,u,770000.0,S,11.2,2.0,1.0,1.0,156.0,,1960.0,-37.8275,145.0919
4,h,2345000.0,S,11.2,4.0,2.0,2.0,798.0,,,-37.8223,145.0954
4,h,2860000.0,S,11.2,4.0,2.0,2.0,779.0,264.0,2014.0,-37.8185,145.0878
4,h,1530000.0,S,11.2,4.0,2.0,2.0,486.0,,1890.0,-37.8258,145.1116
4,h,1930000.0,PI,11.2,4.0,2.0,2.0,867.0,218.0,1950.0,-37.8346,145.1059
4,h,1812500.0,S,11.2,4.0,2.0,2.0,715.0,230.0,1920.0,-37.8325,145.1114
2,u,760000.0,S,11.2,2.0,1.0,1.0,681.0,80.0,1968.0,-37.8159,145.091
4,h,1300000.0,VB,11.2,4.0,2.0,2.0,809.0,198.0,1950.0,-37.8337,145.1118
3,h,1864000.0,S,11.2,2.0,2.0,1.0,405.0,,,-37.8203,145.0881
3,h,2200000.0,VB,11.2,3.0,2.0,4.0,816.0,,,-37.8304,145.0934
3,h,1960000.0,S,11.2,3.0,2.0,2.0,585.0,173.0,1930.0,-37.8167,145.0924
2,h,680000.0,PI,11.2,2.0,1.0,1.0,387.0,,,-37.8269,145.1039
4,h,1455000.0,S,11.2,4.0,2.0,1.0,494.0,,,-37.8317,145.0901
5,h,2630000.0,S,11.2,5.0,3.0,2.0,777.0,362.0,1925.0,-37.8287,145.1054
3,u,880000.0,S,11.2,3.0,1.0,2.0,217.0,110.0,1970.0,-37.8287,145.1014
5,h,1650000.0,VB,11.2,5.0,5.0,2.0,693.0,,1930.0,-37.8339,145.0937
3,h,1755000.0,S,11.2,3.0,2.0,2.0,808.0,159.0,1970.0,-37.832,145.11
4,h,1700000.0,S,11.2,4.0,1.0,1.0,579.0,143.0,1900.0,-37.8224,145.0959
2,u,805000.0,S,11.2,2.0,1.0,2.0,297.0,,,-37.8255,145.092
5,h,1975000.0,VB,11.2,5.0,2.0,2.0,641.0,286.0,2001.0,-37.8354,145.1001
2,u,610000.0,PI,11.2,2.0,1.0,1.0,102.0,78.0,1970.0,-37.8288,145.1048
4,h,2003000.0,S,11.2,4.0,2.0,1.0,383.0,,1880.0,-37.8234,145.0923
2,u,831000.0,S,11.2,2.0,1.0,1.0,982.0,,,-37.8203,145.0955
5,h,1350000.0,S,11.2,3.0,2.0,2.0,677.0,,1948.0,-37.8316,145.1049
2,u,550000.0,SP,11.2,2.0,1.0,1.0,174.0,,,-37.8291,145.1015
4,h,1850000.0,VB,11.2,5.0,2.0,2.0,612.0,292.0,1970.0,-37.8345,145.1009
4,h,2050000.0,VB,11.2,3.0,2.0,2.0,949.0,293.0,1910.0,-37.8188,145.0984
5,h,2100000.0,PI,11.2,5.0,2.0,2.0,1025.0,277.0,1915.0,-37.8286,145.1094
3,h,1150000.0,S,11.2,3.0,2.0,1.0,247.0,145.0,2005.0,-37.836,145.1046
2,u,823000.0,S,11.2,2.0,1.0,2.0,165.0,,1970.0,-37.822,145.0989
5,h,2100000.0,VB,11.2,5.0,4.0,3.0,827.0,,,-37.8323,145.0904
2,t,770500.0,S,11.2,1.0,2.0,1.0,88.0,92.0,1997.0,-37.819,145.0888
4,h,1250000.0,PI,11.2,3.0,2.0,2.0,457.0,,1930.0,-37.8361,145.1078
2,u,600000.0,PI,11.2,2.0,1.0,1.0,101.0,105.0,1975.0,-37.8263,145.0962
4,h,2060000.0,S,11.2,4.0,2.0,2.0,745.0,,,-37.8299,145.1088
4,h,1750000.0,PI,11.2,4.0,2.0,3.0,817.0,,,-37.8312,145.0928
4,h,1725000.0,S,11.2,3.0,2.0,2.0,798.0,,,-37.8308,145.0916
2,u,620000.0,S,11.2,2.0,1.0,1.0,96.0,,,-37.8305,145.0961
2,u,562500.0,S,11.2,2.0,1.0,0.0,0.0,,1950.0,-37.8138,145.0879
4,h,1850000.0,S,11.2,3.0,2.0,2.0,632.0,,,-37.8173,145.1003
4,h,2125000.0,PI,11.2,4.0,2.0,2.0,702.0,239.0,1927.0,-37.8345,145.095
2,u,656000.0,S,11.2,1.0,1.0,1.0,951.0,76.0,1970.0,-37.8261,145.0902
4,h,1650000.0,S,11.2,2.0,1.0,0.0,437.0,,1890.0,-37.8285,145.1079
5,h,1518000.0,S,11.2,5.0,2.0,1.0,632.0,231.0,1950.0,-37.8352,145.1023
3,h,1560000.0,S,11.2,0.0,2.0,1.0,335.0,209.0,2013.0,-37.8165,145.0981
3,h,1185000.0,S,11.2,3.0,2.0,2.0,267.0,,2000.0,-37.8302,145.1046
3,t,865000.0,S,11.2,3.0,1.0,1.0,217.0,101.0,1970.0,-37.8275,145.1032
3,h,1135000.0,S,11.2,3.0,1.0,2.0,414.0,,,-37.8365,145.11
4,h,2160000.0,PI,11.2,4.0,3.0,4.0,1064.0,236.0,1969.0,-37.8324,145.1018
2,u,899000.0,S,11.2,2.0,1.0,1.0,226.0,,1980.0,-37.8327,145.1019
